time,open,high,low,close,volume,bid,ask
2018-05-25 15:00:00,1303.177,1304.637,1302.672,1304.08,4305.0,1304.08,1304.08
2018-05-25 16:00:00,1304.068,1304.646,1303.513,1303.557,3607.0,1303.557,1303.557
2018-05-25 17:00:00,1303.549,1304.322,1302.93,1303.266,3325.0,1303.266,1303.266
2018-05-25 18:00:00,1303.253,1303.527,1302.649,1302.936,2369.0,1302.936,1302.936
2018-05-25 19:00:00,1302.939,1302.969,1300.285,1300.378,2682.0,1300.378,1300.378
2018-05-25 20:00:00,1300.339,1301.288,1299.84,1301.264,1603.0,1301.264,1301.264
2018-05-27 23:00:00,1297.48,1299.39,1296.824,1298.759,1570.0,1298.759,1298.759
2018-05-28 00:00:00,1298.765,1299.107,1297.8,1298.91,2111.0,1298.91,1298.91
2018-05-28 01:00:00,1298.903,1299.723,1297.27,1298.445,2866.0,1298.445,1298.445
2018-05-28 02:00:00,1298.433,1298.853,1297.441,1297.855,2333.0,1297.855,1297.855
2018-05-28 03:00:00,1297.859,1299.182,1297.528,1298.638,1934.0,1298.638,1298.638
2018-05-28 04:00:00,1298.63,1299.02,1297.703,1298.86,1763.0,1298.86,1298.86
2018-05-28 05:00:00,1298.852,1298.955,1297.002,1297.228,2194.0,1297.228,1297.228
2018-05-28 06:00:00,1297.165,1297.18,1295.472,1296.82,4116.0,1296.82,1296.82
2018-05-28 07:00:00,1296.812,1297.674,1296.088,1297.409,4241.0,1297.409,1297.409
2018-05-28 08:00:00,1297.438,1297.592,1296.362,1297.348,2945.0,1297.348,1297.348
2018-05-28 09:00:00,1297.32,1299.019,1296.773,1298.575,3689.0,1298.575,1298.575
2018-05-28 10:00:00,1298.633,1298.67,1297.473,1298.187,3709.0,1298.187,1298.187
2018-05-28 11:00:00,1298.197,1299.241,1297.609,1299.027,2934.0,1299.027,1299.027
2018-05-28 12:00:00,1299.029,1300.253,1297.987,1297.998,3945.0,1297.998,1297.998
2018-05-28 13:00:00,1297.924,1298.634,1296.87,1297.906,3591.0,1297.906,1297.906
2018-05-28 14:00:00,1297.901,1299.353,1297.9,1298.764,3126.0,1298.764,1298.764
2018-05-28 15:00:00,1298.757,1299.225,1298.501,1298.583,2387.0,1298.583,1298.583
2018-05-28 16:00:00,1298.59,1298.59,1297.609,1297.957,1790.0,1297.957,1297.957
2018-05-28 17:00:00,1297.935,1297.935,1297.87,1297.87,2.0,1297.87,1297.87
2018-05-28 22:00:00,1297.634,1298.075,1296.988,1297.405,1018.0,1297.405,1297.405
2018-05-28 23:00:00,1297.427,1298.66,1297.167,1298.025,1227.0,1298.025,1298.025
2018-05-29 00:00:00,1298.024,1301.259,1297.656,1300.048,3337.0,1300.048,1300.048
2018-05-29 01:00:00,1300.044,1300.09,1298.361,1299.023,3628.0,1299.023,1299.023
2018-05-29 02:00:00,1299.024,1299.933,1298.794,1298.801,2103.0,1298.801,1298.801
2018-05-29 03:00:00,1298.797,1298.798,1297.33,1297.443,2248.0,1297.443,1297.443
2018-05-29 04:00:00,1297.483,1298.958,1297.418,1297.871,1946.0,1297.871,1297.871
2018-05-29 05:00:00,1297.864,1298.53,1297.417,1298.146,2052.0,1298.146,1298.146
2018-05-29 06:00:00,1298.136,1299.706,1296.14,1296.722,4764.0,1296.722,1296.722
2018-05-29 07:00:00,1296.748,1297.673,1295.945,1297.162,4760.0,1297.162,1297.162
2018-05-29 08:00:00,1297.149,1306.474,1297.054,1303.935,7044.0,1303.935,1303.935
2018-05-29 09:00:00,1303.996,1305.205,1301.92,1302.862,5328.0,1302.862,1302.862
2018-05-29 10:00:00,1302.865,1304.678,1302.537,1303.658,4652.0,1303.658,1303.658
